DepMap_ID,cell_line,COSMIC_ID,Biological_sex,Age,Lineage,Y_ploidy,X_ploidy,Genotype,Y-linked_genes,X-linked_genes,Chr_Y_gene_expression_PC1,Chr_X,Chr_1
ACH-000004,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907053,Male,30,blood,Y+,X,Male_XY,0.721106493,0.429215991,-11.93374592,NA,NA
ACH-000005,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,30,blood,Y+,X,Male_XY,0.76996206,0.47789589,-11.88665733,NA,NA
ACH-000007,LS513_LARGE_INTESTINE,907795,Male,63,colorectal,Y+,X,Male_XY,0.531759924,0.552887735,-7.635677876,NA,NA
ACH-000009,C2BBE1_LARGE_INTESTINE,910700,Male,72,colorectal,Y-,X,Male_X0,0.048598467,0.6572261,4.123414983,NA,NA
ACH-000011,253J_URINARY_TRACT,NA,Male,53,urinary_tract,Y-,XX,Male_XX,0.003768857,0.811779551,4.144126194,NA,NA
ACH-000012,HCC827_LUNG,1240146,Female,39,lung,Y-,XX,Female_XXhet,0.016552288,1.095051814,4.066216028,0.276813835,NA
ACH-000013,ONCODG1_OVARY,NA,Female,60,ovary,Y-,X,Female_X0,0.003340925,0.757781738,4.128745823,NA,NA
ACH-000014,HS294T_SKIN,NA,Male,56,skin,Y-,XX,Male_XX,0.163867177,1.012780691,3.799744841,NA,NA
ACH-000015,NCIH1581_LUNG,908471,Male,44,lung,NA,X,NA,0.208516387,0.648345086,-3.527153751,NA,NA
ACH-000592,TM31_CENTRAL_NERVOUS_SYSTEM,NA,Female,42,central_nervous_system,Y-,X,Female_X0,0.010377433,0.762663846,3.940178278,0.018152666,NA
ACH-000018,T24_URINARY_TRACT,724812,Female,81,urinary_tract,Y-,XXhom,Female_XXhom,0.009187085,1.138411699,4.304897948,0,NA
ACH-000202,COLO320_LARGE_INTESTINE,NA,Female,55,colorectal,Y-,X,Female_X0,2.02E-09,0.703779483,3.908749943,0.007272519,NA
ACH-000017,SKBR3_BREAST,NA,Female,43,breast,Y-,X,Female_X0,2.17E-05,0.776949425,3.917734286,0,NA
ACH-000022,PATU8988S_PANCREAS,NA,Female,64,pancreas,Y-,NA,NA,1.71E-05,0.807582976,3.027841974,0.402679952,NA
ACH-000024,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909249,Female,56,plasma_cell,Y-,XXhom,Female_XXhom,0.013702987,0.901682312,4.139330164,0,NA
ACH-000025,CH157MN_CENTRAL_NERVOUS_SYSTEM,NA,Female,NA,central_nervous_system,Y-,X,Female_X0,6.67E-08,0.623385223,4.346460612,NA,NA
ACH-000019,MCF7_BREAST,905946,Female,69,breast,Y-,X,Female_X0,0.001101075,0.781377619,4.227642379,0,NA
ACH-000029,HCC827GR5_LUNG,NA,Female,39,lung,Y-,XX,Female_XXhet,0.001084558,1.140941075,4.553227283,NA,NA
ACH-000030,PC14_LUNG,753608,Male,NA,lung,Y-,XX,Male_XX,0.00970074,0.862333542,4.354807894,NA,NA
ACH-000035,NCIH1650_LUNG,687800,Male,27,lung,Y-,X,Male_X0,0.012066067,0.654185568,4.258724658,NA,NA
ACH-000037,S117_THYROID,NA,Female,47,soft_tissue,Y-,XX,Female_XXhet,9.86E-07,0.928500766,3.975537209,0.41373189,NA
ACH-000039,SKNMC_BONE,NA,Female,14,bone,Y-,XX,Female_XXhet,0.004100896,0.892028606,3.738575842,0.435091336,NA
ACH-000040,U118MG_CENTRAL_NERVOUS_SYSTEM,687588,Male,NA,central_nervous_system,NA,X,NA,0.193774023,0.531306889,-7.493534247,NA,NA
ACH-000041,RDES_BONE,NA,Male,19,bone,Y+,X,Male_XY,0.650674953,0.726505034,-11.54395573,NA,NA
ACH-000042,PANC0203_PANCREAS,1298475,Female,70,pancreas,Y-,XX,Female_XXhet,0.00108341,0.923662141,3.974776388,0.377999198,NA
ACH-000045,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908156,Male,10,blood,Y+,X,Male_XY,0.585343935,0.574517102,-7.936218037,NA,NA
ACH-000047,GCIY_STOMACH,906869,Female,NA,gastric,Y-,XXhom,Female_XXhom,0.006113566,0.891374794,NA,0,NA
ACH-000021,NCIH1693_LUNG,687802,Female,55,lung,Y-,X,Female_X0,0.004215516,0.608212332,4.152388496,0,NA
ACH-000052,A673_BONE,684052,Female,15,bone,Y-,NA,NA,0.002356326,0.736655955,4.169738018,0.415965184,NA
ACH-000053,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907273,Male,25,lymphocyte,Y+,X,Male_XY,0.635873187,0.593937132,-7.373676406,NA,NA
ACH-000054,HT1080_SOFT_TISSUE,907064,Male,35,soft_tissue,Y+,X,Male_XY,0.562625205,0.574821684,-9.419092299,NA,NA
ACH-000055,D283MED_CENTRAL_NERVOUS_SYSTEM,906834,Male,6,central_nervous_system,Y+,X,Male_XY,0.637597405,0.583830784,-10.23907831,NA,NA
ACH-000060,PANC1005_PANCREAS,925348,Male,56,pancreas,Y-,X,Male_X0,0.010204281,0.673706642,4.289267962,NA,NA
ACH-000067,HS683_CENTRAL_NERVOUS_SYSTEM,1240150,Male,76,central_nervous_system,Y+,X,Male_XY,0.633110864,0.594630272,-9.451003553,NA,NA
ACH-000070,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906800,Male,12,blood,Y+,X,Male_XY,0.60590844,0.560858671,-9.639383425,NA,NA
ACH-000074,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907311,Male,38,blood,Y+,X,Male_XY,0.853691377,0.531069264,-12.31838678,NA,NA
ACH-000028,KPL1_BREAST,NA,Female,50,breast,Y-,X,Female_X0,3.19E-07,0.670867562,3.834953751,0,NA
ACH-000077,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,50,lymphocyte,Y+,X,Male_XY,0.597211043,0.576614015,-10.52707124,NA,NA
ACH-000078,MHHNB11_AUTONOMIC_GANGLIA,908135,Male,4,peripheral_nervous_system,Y+,X,Male_XY,0.519398611,0.534673298,-10.80850048,NA,NA
ACH-000048,TOV112D_OVARY,1299070,Female,42,ovary,Y-,X,Female_X0,0.000845361,0.746626554,4.173242611,0,NA
ACH-000085,T3M4_PANCREAS,NA,Male,64,pancreas,Y-,X,Male_X0,0.006676212,0.464381854,4.188655377,NA,NA
ACH-000086,ACCMESO1_PLEURA,NA,Female,61,lung,Y-,XX,Female_XXhet,0.000305401,0.998290632,4.309073583,0.247781023,NA
ACH-000087,SKES1_BONE,684072,Male,18,bone,Y+,X,Male_XY,0.402822881,0.604388461,-9.240398347,NA,NA
ACH-000092,NCIH2452_PLEURA,908462,Male,NA,lung,Y+,X,Male_XY,0.656376925,0.622853764,-9.06667567,NA,NA
ACH-000093,PANC0504_PANCREAS,NA,Female,77,pancreas,Y-,XX,Female_XXhet,3.35E-05,1.00861734,3.900109812,0.41590792,NA
ACH-000095,D341MED_CENTRAL_NERVOUS_SYSTEM,NA,Male,3.5,central_nervous_system,Y+,X,Male_XY,0.631230451,0.561263285,-9.925562229,NA,NA
ACH-000096,G401_SOFT_TISSUE,907299,Male,0.25,kidney,Y+,X,Male_XY,0.575272325,0.582344626,-10.58147228,NA,NA
ACH-000097,ZR751_BREAST,NA,Female,63,breast,Y-,XX,Female_XXhet,0.010693581,1.02709721,2.775909697,0.255053542,NA
ACH-000098,GAMG_CENTRAL_NERVOUS_SYSTEM,906868,Female,42,central_nervous_system,Y-,XX,Female_XXhet,0.005790632,1.32433876,1.40519991,0.421577049,NA
ACH-000099,SIMA_AUTONOMIC_GANGLIA,753620,Male,1.67,peripheral_nervous_system,Y+,X,Male_XY,0.391794846,0.588719382,-7.888804224,NA,NA
ACH-000101,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907277,Male,27,blood,Y+,X,Male_XY,0.602475895,0.610587899,-10.32510536,NA,NA
ACH-000108,KP3_PANCREAS,1298219,Male,75,pancreas,Y-,X,Male_X0,6.98E-06,0.687812027,4.233919574,NA,NA
ACH-000111,HCC1187_BREAST,749711,Female,41,breast,Y-,XXhom,Female_XXhom,0.021986438,1.061655966,4.01467307,0,NA
ACH-000113,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910947,Male,65,blood,Y+,X,Male_XY,0.516972239,0.575034182,-9.092974634,NA,NA
ACH-000114,SU8686_PANCREAS,1240218,Female,57,pancreas,Y-,NA,NA,1.87E-09,0.532302737,3.93148512,0.438985283,NA
ACH-000115,VCAP_PROSTATE,1299075,Male,59,prostate,Y+,X,Male_XY,0.694049391,0.591916919,-10.07864206,NA,NA
ACH-000076,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,35,blood,Y-,X,Female_X0,0.011517789,0.564048645,4.087152342,0,NA
ACH-000118,HUPT3_PANCREAS,907285,Male,66,pancreas,Y+,X,Male_XY,0.752721804,0.552709594,-7.081701373,NA,NA
ACH-000120,CHP212_AUTONOMIC_GANGLIA,906820,Male,NA,peripheral_nervous_system,Y+,X,Male_XY,0.566667848,0.581610315,-10.47364006,NA,NA
ACH-000123,COV434_OVARY,NA,Female,NA,ovary,Y-,XX,Female_XXhet,3.11E-06,0.94772971,4.179108865,0.378915421,NA
ACH-000128,LN319_CENTRAL_NERVOUS_SYSTEM,NA,Male,67,central_nervous_system,Y+,X,Male_XY,0.311321189,0.54173256,-6.923128867,NA,NA
ACH-000132,JHOS2_OVARY,1479995,Female,45,ovary,Y-,XX,Female_XXhet,0.024375208,1.213378019,4.138998626,0.207753536,NA
ACH-000133,HS729_SOFT_TISSUE,NA,Male,74,fibroblast,Y+,X,Male_XY,0.759334662,0.643196658,-9.25572869,NA,NA
ACH-000082,G292CLONEA141B1_BONE,1290807,Female,9,bone,Y-,X,Female_X0,0.002015774,0.763705875,4.093523743,0,NA
ACH-000138,CFPAC1_PANCREAS,906821,Male,26,pancreas,NA,X,NA,0.392831113,0.60409801,-2.136752094,NA,NA
ACH-000142,CAL29_URINARY_TRACT,1290730,Female,80,urinary_tract,Y-,XX,Female_XXhet,7.05E-05,0.986884482,3.546749655,0.397010823,NA
ACH-000143,HCC2429_LUNG,NA,Female,34,lung,Y-,XX,Female_XXhet,3.35E-08,0.936997909,4.340666566,NA,NA
ACH-000146,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909771,Male,1,blood,Y+,X,Male_XY,0.594367825,0.5799974,-9.865343922,NA,NA
ACH-000116,OAW28_OVARY,946360,Female,NA,ovary,Y-,X,Female_X0,NA,0.692215788,4.149187436,0,NA
ACH-000137,8MGBA_CENTRAL_NERVOUS_SYSTEM,687562,Female,54,central_nervous_system,Y-,X,Female_X0,1.46E-08,0.515726133,4.175992281,0,NA
ACH-000150,HCC2935_LUNG,NA,Male,39,lung,Y+,X,Male_XY,0.81781612,0.68908851,-10.33595122,NA,NA
ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1327768,Male,NA,blood,Y+,X,Male_XY,0.53074522,0.79582485,-9.422053467,NA,NA
ACH-000152,M059K_CENTRAL_NERVOUS_SYSTEM,NA,Male,33,central_nervous_system,Y+,X,Male_XY,0.376203096,0.542452493,-8.164990503,NA,NA
ACH-000153,NCIH2052_PLEURA,688058,Male,65,lung,Y-,X,Male_X0,0.006194893,0.804313518,4.156011135,NA,NA
ACH-000159,OSRC2_KIDNEY,909250,Male,NA,kidney,Y+,X,Male_XY,0.733563449,0.738520567,-10.39240659,NA,NA
ACH-000160,BT12_SOFT_TISSUE,NA,Female,0.1,soft_tissue,Y-,XX,Female_XXhet,0.000191049,0.989781105,4.226186733,NA,NA
ACH-000161,CORL105_LUNG,906805,Male,NA,lung,Y+,X,Male_XY,0.635617298,0.576516476,-6.89173813,NA,NA
ACH-000163,SW579_THYROID,NA,Male,59,thyroid,Y-,X,Male_X0,0.021325394,0.668353777,4.208607522,NA,NA
ACH-000164,PANC1_PANCREAS,NA,Male,NA,pancreas,Y-,XX,Male_XX,0.013875843,0.897321443,3.999585223,NA,NA
ACH-000167,KE97_STOMACH,NA,Male,52,plasma_cell,Y-,X,Male_X0,0.001280435,0.512702496,3.601520692,NA,NA
ACH-000168,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908451,Female,31,blood,Y-,XX,Female_XXhet,0.00315165,0.867500526,4.269049818,0.344156216,NA
ACH-000147,T47D_BREAST,905945,Female,54,breast,Y-,X,Female_X0,0.013716922,0.646184825,4.40507679,0,NA
ACH-000148,HS578T_BREAST,905957,Female,74,breast,Y-,X,Female_X0,6.97E-05,0.550021391,4.057993334,0,NA
ACH-000178,HS766T_PANCREAS,1298141,Male,46,pancreas,Y-,XX,Male_XX,0.000812522,0.87899034,4.12138377,NA,NA
ACH-000169,RD_SOFT_TISSUE,909264,Female,7,soft_tissue,Y-,X,Female_X0,0.000793998,0.530081021,4.098145989,0,NA
ACH-000187,CORL311_LUNG,687980,Male,63,lung,Y-,X,Male_X0,0.111330957,0.661545972,3.747632677,NA,NA
ACH-000188,SCC25_UPPER_AERODIGESTIVE_TRACT,910701,Male,70,upper_aerodigestive,Y-,X,Male_X0,0.046954303,0.722356106,4.304974126,NA,NA
ACH-000189,RCC10RGB_KIDNEY,909974,Male,NA,kidney,Y-,X,Male_X0,0.005716677,0.615641005,4.110510805,NA,NA
ACH-000190,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907050,Male,29,,Y+,X,Male_XY,0.917913425,0.708382373,-11.29926411,NA,NA
ACH-000174,CAL62_THYROID,906828,Female,70,thyroid,Y-,X,Female_X0,1.31E-05,0.661070292,4.293099445,0,NA
ACH-000195,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,71,blood,Y-,XX,Female_XXhet,0.017209981,1.110903922,4.330157881,0.34873733,NA
ACH-000198,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906856,Male,33,blood,Y+,X,Male_XY,0.573699918,0.565323514,-9.528513576,NA,NA
ACH-000200,NMCG1_CENTRAL_NERVOUS_SYSTEM,908449,Female,NA,central_nervous_system,Y-,XX,Female_XXhet,5.28E-06,1.214944697,4.09790354,0.302983451,NA
ACH-000183,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,924239,Female,36,plasma_cell,Y-,X,Female_X0,0.00321875,0.681525442,3.943354812,0,NA
ACH-000191,BHT101_THYROID,906696,Female,63,thyroid,Y-,X,Female_X0,6.32E-07,0.759364566,3.87961255,0,NA
ACH-000204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907791,Female,56,plasma_cell,Y-,X,Female_X0,0.003554901,0.638606545,4.208771039,0,NA
ACH-000209,SNU1079_BILIARY_TRACT,NA,Male,NA,bile_duct,Y+,X,Male_XY,0.791451888,0.596327522,-9.030576039,NA,NA
ACH-000211,DAOY_CENTRAL_NERVOUS_SYSTEM,906833,Male,4,central_nervous_system,NA,X,NA,0.22860804,0.610371816,1.99017699,NA,NA
ACH-000207,DETROIT562_UPPER_AERODIGESTIVE_TRACT,906837,Female,NA,upper_aerodigestive,Y-,X,Female_X0,0.006759352,0.635410683,3.976459294,0,NA
ACH-000215,LN382_CENTRAL_NERVOUS_SYSTEM,NA,Male,NA,central_nervous_system,Y-,X,Male_X0,2.95E-06,0.625083552,4.254723143,NA,NA
ACH-000216,JHESOAD1_OESOPHAGUS,NA,Male,NA,esophagus,Y-,XX,Male_XX,0.152582537,1.018064068,4.184839325,NA,NA
ACH-000212,CAL120_BREAST,906826,Female,43,breast,Y-,X,Female_X0,0.016941354,0.79458603,4.296598607,0,NA
ACH-000219,A375_SKIN,906793,Female,54,skin,Y-,XXhom,Female_XXhom,0.002754598,0.83067463,4.086702576,0,NA
ACH-000221,SNU398_LIVER,1240217,Male,42,liver,NA,X,NA,0.233635917,0.441066716,-2.27785758,NA,NA
ACH-000217,JHH6_LIVER,1240159,Female,57,liver,Y-,X,Female_X0,8.05E-05,0.682109129,4.27434596,0,NA
ACH-000222,ASPC1_PANCREAS,910702,Female,62,pancreas,Y-,X,Female_X0,4.08E-06,0.686829294,4.213766504,0,NA
ACH-000226,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1331040,Female,5,lymphocyte,Y-,XX,Female_XXhet,0.013721462,1.072747487,4.322420919,0.301609116,NA
ACH-000227,KPNYN_AUTONOMIC_GANGLIA,907314,Male,2,peripheral_nervous_system,Y+,X,Male_XY,0.567642683,0.607980574,-10.78157731,NA,NA
ACH-000228,BICR31_UPPER_AERODIGESTIVE_TRACT,1290725,Male,NA,upper_aerodigestive,Y-,X,Male_X0,0.011504069,0.597920176,4.010858622,NA,NA
ACH-000231,KALS1_CENTRAL_NERVOUS_SYSTEM,907271,Female,NA,central_nervous_system,Y-,XX,Female_XXhet,0.009660096,1.241897761,4.21152812,0.099410182,NA
ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,905983,Male,NA,central_nervous_system,Y+,X,Male_XY,0.455015081,0.767744283,-7.887254142,NA,NA
ACH-000233,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906836,Male,12,lymphocyte,Y+,X,Male_XY,0.398078614,0.697763473,-7.83584461,NA,NA
ACH-000234,CAKI2_KIDNEY,NA,Male,69,kidney,Y+,X,Male_XY,0.437468258,0.632517546,-7.822823531,NA,NA
ACH-000235,PANC0403_PANCREAS,1298476,Male,70,pancreas,Y-,X,Male_X0,0.015800817,0.681890679,4.232128519,NA,NA
ACH-000237,JHOM1_OVARY,NA,Female,88,ovary,Y-,NA,NA,7.04E-07,0.793567701,3.914893911,0.360132852,NA
ACH-000238,SCC4_UPPER_AERODIGESTIVE_TRACT,910904,Male,55,upper_aerodigestive,NA,X,NA,0.579651552,0.611613093,-4.924124456,NA,NA
ACH-000223,HCC1937_BREAST,749714,Female,24,breast,Y-,X,Female_X0,0.039157224,0.739919826,4.300027811,0,NA
ACH-000244,DKMG_CENTRAL_NERVOUS_SYSTEM,906839,Female,67,central_nervous_system,Y-,XX,Female_XXhet,7.62E-05,0.874112366,3.692955336,0.431999084,NA
ACH-000247,OCUM1_STOMACH,1298358,Female,38,gastric,Y-,XX,Female_XXhet,0.004394904,1.186732269,4.319974764,0.326060814,NA
ACH-000248,AU565_BREAST,910704,Female,43,breast,Y-,XXhom,Female_XXhom,0.016910101,0.937229005,3.923956043,0,NA
ACH-000249,CL11_LARGE_INTESTINE,1290769,Male,NA,colorectal,NA,X,NA,0.53480778,0.593486931,-2.862416897,NA,NA
ACH-000251,NCIH2887_LUNG,NA,Male,NA,lung,NA,X,NA,0.487010939,0.694760233,-3.82498486,NA,NA
ACH-000253,COLO201_LARGE_INTESTINE,NA,Male,70,colorectal,NA,X,NA,0.428836607,0.743086834,-0.713208654,NA,NA
ACH-000243,DANG_PANCREAS,1290797,Female,NA,pancreas,Y-,X,Female_X0,0.008943512,0.760122264,4.176892072,0,NA
ACH-000255,LMSU_STOMACH,NA,Female,27,gastric,Y-,X,Female_X0,0.024186089,0.622762399,3.06528116,0,NA
ACH-000257,CORL279_LUNG,910937,Male,63,lung,Y+,X,Male_XY,0.583562861,0.687671694,-8.253735992,NA,NA
ACH-000258,DU4475_BREAST,906844,Female,62,breast,Y-,XX,Female_XXhet,0.008060265,1.043069811,3.980727101,NA,NA
ACH-000256,COV318_OVARY,NA,Female,NA,ovary,Y-,X,Female_X0,0.00293967,0.616145581,3.744655507,0,NA
ACH-000259,KELLY_AUTONOMIC_GANGLIA,753618,Female,NA,peripheral_nervous_system,Y-,X,Female_X0,0.006798577,0.53330208,4.052359758,0,NA
ACH-000262,UOK101_KIDNEY,NA,Female,NA,kidney,Y-,X,Female_X0,3.55E-06,0.685413074,4.345770773,NA,NA
ACH-000263,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907275,Male,7,blood,Y-,X,Male_X0,0.000142912,0.54241086,3.949768558,NA,NA
ACH-000260,SKNAS_AUTONOMIC_GANGLIA,724828,Female,6,peripheral_nervous_system,Y-,X,Female_X0,0.010558887,0.692677899,4.049133494,0,NA
ACH-000265,KP4_PANCREAS,753572,Male,50,pancreas,Y-,X,Male_X0,0.00324624,0.708024203,4.139014859,NA,NA
ACH-000266,SNU213_PANCREAS,NA,Male,65,pancreas,Y+,X,Male_XY,0.420956961,0.622441082,-7.740017494,NA,NA
ACH-000273,SF539_CENTRAL_NERVOUS_SYSTEM,905984,Female,NA,central_nervous_system,Y-,X,Female_X0,3.06E-09,0.643085763,3.981206277,NA,NA
ACH-000274,HS852T_SKIN,NA,Male,53,skin,Y+,XX,Male_XXY,0.546513105,0.94064881,-8.603604265,NA,NA
ACH-000276,HCC38_BREAST,749717,Female,50,breast,Y-,XX,Female_XXhet,0.034389301,1.088122899,4.127140916,0.171276413,NA
ACH-000264,CALU6_LUNG,724859,Female,61,lung,Y-,X,Female_X0,0.014856381,0.506119749,4.185416001,0,NA
ACH-000278,COV362_OVARY,NA,Female,NA,ovary,Y-,XXhom,Female_XXhom,0.005077632,0.843048926,4.141203292,0,NA
ACH-000280,SNU840_OVARY,NA,Female,45,ovary,Y-,XX,Female_XXhet,0.000108341,0.941368032,4.23647073,0.283227395,NA
ACH-000281,KP2_PANCREAS,1298218,Female,65,pancreas,Y-,XX,Female_XXhet,0.000125995,1.218105453,4.390933561,0.349710817,NA
ACH-000286,SNU1033_LARGE_INTESTINE,NA,Female,45,colorectal,Y-,X,Female_X0,0.0004636,0.567034042,4.255583757,NA,NA
ACH-000277,HCC1419_BREAST,907045,Female,42,breast,Y-,X,Female_X0,0.015426106,0.70310281,4.12049364,0,NA
ACH-000290,NCIH209_LUNG,688013,Male,55,lung,Y+,X,Male_XY,0.5534732,0.591307608,-10.24260297,NA,NA
ACH-000291,OV90_OVARY,1240197,Female,64,ovary,Y-,XX,Female_XXhet,0.021782587,1.126691637,4.357216637,0.39288782,NA
ACH-000292,NCIH841_LUNG,1240192,Male,51,lung,Y+,X,Male_XY,0.53066267,0.755081014,-8.872596038,NA,NA
ACH-000293,KLE_ENDOMETRIUM,924187,Female,64,uterus,Y-,XX,Female_XXhet,0.020657445,1.125819241,3.791845724,0.296111779,NA
ACH-000288,BT549_BREAST,905951,Female,72,breast,Y-,X,Female_X0,7.13E-08,0.612658039,3.816670495,0,NA
ACH-000294,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1323913,Female,23,blood,Y-,X,Female_X0,0.013415397,0.657090963,4.221166518,0,NA
ACH-000296,OUMS23_LARGE_INTESTINE,NA,Male,NA,colorectal,Y-,X,Male_X0,1.63E-08,0.419316108,3.833415951,NA,NA
ACH-000295,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906855,Female,5,blood,Y-,X,Female_X0,0.000214122,0.369124464,3.795267978,0,NA
ACH-000302,SNU1077_ENDOMETRIUM,NA,Female,60,uterus,Y-,X,Female_X0,0.001933443,0.604773594,3.691993612,0,NA
ACH-000303,SNU5_STOMACH,908445,Female,33,gastric,Y-,X,Female_X0,1.88E-09,0.573037458,3.959434075,0,NA
ACH-000305,ECGI10_OESOPHAGUS,753555,Male,65,esophagus,NA,X,NA,0.068134428,0.565103269,-0.238722648,NA,NA
ACH-000307,PK1_PANCREAS,NA,Male,NA,pancreas,NA,X,NA,0.500142469,0.676032619,-2.250724685,NA,NA
ACH-000308,EFO21_OVARY,911905,Female,56,ovary,Y-,XX,Female_XXhet,0.01282514,1.146987319,3.947104034,0.223214797,NA
ACH-000310,IMR32_AUTONOMIC_GANGLIA,NA,Male,1,peripheral_nervous_system,Y+,X,Male_XY,0.508809468,0.490086072,-9.475642485,NA,NA
ACH-000311,NCIH2122_LUNG,722046,Female,46,lung,Y-,XX,Female_XXhet,0.006102079,0.948375166,4.227631509,0.414247266,NA
ACH-000312,SKNBE2_AUTONOMIC_GANGLIA,NA,Male,2,peripheral_nervous_system,Y+,X,Male_XY,0.539437646,0.544933031,-10.2357184,NA,NA
ACH-000313,KMRC3_KIDNEY,NA,Male,NA,kidney,Y+,X,Male_XY,0.596560846,0.590687223,-10.5768177,NA,NA
ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907274,Female,73,lymphocyte,Y-,XX,Female_XXhet,0.000200303,0.860559098,3.969614749,NA,NA
ACH-000316,SNU886_LIVER,NA,Male,57,liver,Y+,X,Male_XY,0.600033925,0.596732934,-8.907896281,NA,NA
ACH-000317,TUHR14TKB_KIDNEY,NA,Male,NA,kidney,Y+,X,Male_XY,0.505304919,0.597468451,-8.895283656,NA,NA
