DepMap_ID,cell_line,COSMIC_ID,Biological_sex,Age,Lineage,Y_ploidy,X_ploidy,Genotype,Y-linked_genes,X-linked_genes,Chr_Y_gene_expression_PC1,Chr_X,Chr_1
ACH-000318,TE10_OESOPHAGUS,753622,Male,NA,esophagus,Y-,X,Male_X0,1.63E-05,0.651450358,2.993606095,NA,NA
ACH-000319,MPP89_PLEURA,908150,Male,67,lung,Y+,X,Male_XY,0.890425241,0.770508339,-11.46848179,NA,NA
ACH-000320,PSN1_PANCREAS,910546,Male,NA,pancreas,Y-,X,Male_X0,1.27E-06,0.674318792,4.22736963,NA,NA
ACH-000322,HT144_SKIN,907067,Male,29,skin,NA,X,NA,0.662701564,0.481395227,-3.166776004,NA,NA
ACH-000323,42MGBA_CENTRAL_NERVOUS_SYSTEM,687561,Male,63,central_nervous_system,Y-,X,Male_X0,0.006393986,0.468110757,4.190845804,NA,NA
ACH-000304,WM115_SKIN,909784,Female,59,skin,Y-,X,Female_X0,4.28E-07,0.552854438,3.905055454,0,NA
ACH-000325,SNU620_STOMACH,NA,Female,59,gastric,Y-,XX,Female_XXhet,0.000210602,0.971659092,3.854210857,0.31185936,NA
ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1327771,Male,73,blood,Y+,X,Male_XY,0.593556188,0.599696746,-10.21757077,NA,NA
ACH-000329,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,906823,Female,68,central_nervous_system,Y-,XX,Female_XXhet,0.018658653,0.933560088,3.794743118,0.393517723,NA
ACH-000324,JHOC5_OVARY,NA,Female,NA,ovary,Y-,X,Female_X0,0.002018876,0.75534055,4.166329365,0,NA
ACH-000331,ISTMES2_PLEURA,NA,Male,71,lung,Y+,X,Male_XY,0.648125703,0.613773426,-10.69935647,NA,NA
ACH-000332,YAPC_PANCREAS,909904,Male,43,pancreas,Y+,X,Male_XY,0.759134568,0.685346717,-10.14591457,NA,NA
ACH-000334,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906832,Male,45,lymphocyte,Y+,X,Male_XY,0.649857118,0.713115359,-11.74596286,NA,NA
ACH-000335,MSTO211H_PLEURA,908152,Male,62,lung,Y+,X,Male_XY,0.609981905,0.651330621,-10.04319641,NA,NA
ACH-000336,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1290455,Male,57,blood,Y-,X,Male_X0,0.000201324,0.526412504,1.704802869,NA,NA
ACH-000339,HCC461_LUNG,NA,Male,NA,lung,Y-,X,Male_X0,0.002316124,0.773424933,4.222452639,NA,NA
ACH-000341,SKNFI_AUTONOMIC_GANGLIA,688087,Male,11,peripheral_nervous_system,Y+,X,Male_XY,0.583508635,0.55340969,-10.67592371,NA,NA
ACH-000343,NCIH522_LUNG,905944,Male,60,lung,Y-,XX,Male_XX,0.017950431,0.993111053,2.90736689,NA,NA
ACH-000344,SNU668_STOMACH,NA,Male,63,gastric,Y-,XX,Male_XX,0.00531568,0.934326622,3.955598862,NA,NA
ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907270,Male,73,blood,Y+,X,Male_XY,0.572051137,0.575131305,-9.590687813,NA,NA
ACH-000330,EFM19_BREAST,906851,Female,50,breast,Y-,X,Female_X0,0.001915388,0.778416489,4.221557408,0,NA
ACH-000350,COLO678_LARGE_INTESTINE,910689,Male,69,colorectal,Y-,X,Male_X0,0.000109975,0.704259825,3.946122459,NA,NA
ACH-000352,HCC1428_BREAST,1290905,Female,49,breast,Y-,XX,Female_XXhet,0.019099024,1.195231312,3.896163375,0.357212392,NA
ACH-000355,NCIH82_LUNG,688031,Male,41,lung,Y-,XX,Male_XX,0.023692387,0.89100785,4.348804569,NA,NA
ACH-000356,MKN45_STOMACH,925340,Female,62,gastric,Y-,XX,Female_XXhet,0.00495103,0.949457497,4.196118742,0.232835137,NA
ACH-000361,SKHEP1_LIVER,909719,Male,52,liver,Y-,XX,Male_XX,0.001116498,0.839231195,4.160030462,NA,NA
ACH-000362,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330947,Male,20,blood,Y+,X,Male_XY,0.556620536,0.571874239,-8.312305375,NA,NA
ACH-000363,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,753612,Male,54,plasma_cell,Y-,X,Male_X0,3.27E-05,0.537480942,4.279580768,NA,NA
ACH-000348,RPMI7951_SKIN,910903,Female,18,skin,Y-,X,Female_X0,0.004840609,0.734661319,3.94891743,0,NA
ACH-000365,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1331035,Male,38,lymphocyte,Y+,X,Male_XY,0.558706347,0.572692712,-8.422956346,NA,NA
ACH-000366,SKNDZ_AUTONOMIC_GANGLIA,688086,Female,2,peripheral_nervous_system,Y-,NA,NA,8.01E-06,0.752944939,4.028606509,0.292160568,NA
ACH-000368,SNU1105_CENTRAL_NERVOUS_SYSTEM,NA,Male,61,central_nervous_system,Y+,X,Male_XY,0.380071332,0.628988874,-6.970807044,NA,NA
ACH-000370,SNU626_CENTRAL_NERVOUS_SYSTEM,NA,Male,65,central_nervous_system,Y+,X,Male_XY,0.602929723,0.682685923,-9.187975922,NA,NA
ACH-000371,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910861,Male,52,lymphocyte,Y+,X,Male_XY,0.551070301,0.569447753,-7.081142755,NA,NA
ACH-000364,U2OS_BONE,909776,Female,15,bone,Y-,X,Female_X0,0.014767538,0.626694347,4.246056838,0,NA
ACH-000375,G402_SOFT_TISSUE,907298,Female,0.75,soft_tissue,Y-,XX,Female_XXhet,0.01864237,1.029195105,4.057560596,0.472255626,NA
ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,905985,Female,67,central_nervous_system,Y-,XX,Female_XXhet,0.021666274,1.08409709,4.282388853,0.411956708,NA
ACH-000378,NCIH647_LUNG,1240191,Male,56,lung,Y-,X,Male_X0,2.07E-05,0.591108029,4.123151791,NA,NA
ACH-000381,T84_LARGE_INTESTINE,909761,Male,72,colorectal,Y-,XX,Male_XX,0.010529287,1.059510826,4.370771293,NA,NA
ACH-000374,HCC1143_BREAST,749710,Female,52,breast,Y-,X,Female_X0,0.003235,0.7693143,4.323006324,0,NA
ACH-000387,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,35,blood,Y+,X,Male_XY,1.113633623,0.607332219,-12.65104718,NA,NA
ACH-000389,H4_CENTRAL_NERVOUS_SYSTEM,907042,Male,37,central_nervous_system,Y+,X,Male_XY,0.603634402,0.723878183,-10.3286469,NA,NA
ACH-000390,LUDLU1_LUNG,NA,Male,72,lung,Y-,X,Male_X0,0.005988126,0.699655003,4.130035527,NA,NA
ACH-000391,MHHES1_BONE,908134,Male,12,bone,Y-,X,Male_X0,0.000113561,0.567138519,4.074242886,NA,NA
ACH-000393,HLF_LIVER,NA,Male,69,liver,Y-,X,Male_X0,1.47E-06,0.748869408,4.159724444,NA,NA
ACH-000395,NCIH520_LUNG,908443,Male,NA,lung,Y-,X,Male_X0,0.001340328,0.779841377,4.172998169,NA,NA
ACH-000383,OE33_OESOPHAGUS,910549,Female,73,esophagus,Y-,X,Female_X0,2.02E-09,0.676828149,4.294569631,0,NA
ACH-000398,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,57,lymphocyte,Y-,XX,Female_XXhet,1.14E-05,0.87825819,4.009360262,0.411155013,NA
ACH-000401,COLO800_SKIN,906813,Male,14,skin,Y+,X,Male_XY,0.776481456,0.713272738,-10.25684506,NA,NA
ACH-000402,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,16,lymphocyte,Y+,X,Male_XY,0.593627698,0.582411084,-8.828237092,NA,NA
ACH-000403,NCIH747_LARGE_INTESTINE,908457,Male,69,colorectal,Y+,X,Male_XY,0.393089012,0.783391022,-6.857636653,NA,NA
ACH-000405,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,61,blood,Y+,X,Male_XY,0.576361295,0.609221883,-9.372098029,NA,NA
ACH-000406,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,37,blood,Y-,XX,Male_XX,9.79E-05,0.832050385,4.257417579,NA,NA
ACH-000407,SNU685_ENDOMETRIUM,NA,Female,70,uterus,Y-,XX,Female_XXhet,0.015075164,0.932781846,4.103028233,0.07650461,NA
ACH-000408,TE5_OESOPHAGUS,735784,Female,73,esophagus,Y-,XX,Female_XXhet,0.025555972,1.020470279,4.030806163,0.266964439,NA
ACH-000410,SAOS2_BONE,909707,Female,11,bone,Y-,XX,Female_XXhet,0.014171625,1.243713407,4.15036497,NA,NA
ACH-000411,769P_KIDNEY,910922,Female,63,kidney,Y-,XX,Female_XXhet,0.001465564,1.046487406,4.166295002,0.404340606,NA
ACH-000414,NCIH1944_LUNG,1240185,Female,62,lung,Y-,XX,Female_XXhet,0.016799707,0.920315416,4.16108118,0.418026685,NA
ACH-000415,BICR6_UPPER_AERODIGESTIVE_TRACT,NA,Male,NA,upper_aerodigestive,NA,X,NA,0.420953418,0.70298235,-3.768893219,NA,NA
ACH-000416,NCIH838_LUNG,910399,Male,59,lung,Y-,X,Male_X0,0.001131273,0.612422432,4.368489938,NA,NA
ACH-000417,PANC0813_PANCREAS,925347,Male,85,pancreas,Y-,X,Male_X0,0.000240601,0.484905009,4.15137382,NA,NA
ACH-000420,SNU449_LIVER,909738,Male,52,liver,Y-,X,Male_X0,0.050325494,0.807218719,0.223363497,NA,NA
ACH-000421,SW837_LARGE_INTESTINE,909755,Male,53,colorectal,Y-,X,Male_X0,2.65E-09,0.694742413,2.519320309,NA,NA
ACH-000422,SNU475_LIVER,909739,Male,43,liver,Y+,X,Male_XY,0.46050781,0.738702194,-6.882607295,NA,NA
ACH-000424,TC71_BONE,1240221,Male,22,bone,Y+,X,Male_XY,0.33628831,0.639523067,-8.186916756,NA,NA
ACH-000397,TEN_ENDOMETRIUM,NA,Female,74,uterus,Y-,X,Female_X0,0.000123573,0.67448852,4.272413251,0,NA
ACH-000427,NCIN87_STOMACH,908461,Male,NA,gastric,Y+,X,Male_XY,0.592131889,0.613645189,-9.558384687,NA,NA
ACH-000431,NCIH1694_LUNG,688006,Male,61,lung,Y-,XX,Male_XX,0.014278268,0.908931813,4.235837546,NA,NA
ACH-000433,CAKI1_KIDNEY,905963,Male,49,kidney,Y-,X,Male_X0,0.032381932,0.766284748,4.148082127,NA,NA
ACH-000426,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,65,plasma_cell,Y-,X,Female_X0,0.021296276,0.707744866,NA,0,NA
ACH-000434,NCIH1915_LUNG,1240184,Female,61,lung,Y-,X,Female_X0,1.33E-05,0.533904998,4.161776976,0,NA
ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,909745,Male,72,central_nervous_system,Y+,X,Male_XY,0.633294176,0.679675688,-9.584823475,NA,NA
ACH-000438,LU65_LUNG,724863,Male,64,lung,Y-,X,Male_X0,0.006416809,0.659537652,4.09819351,NA,NA
ACH-000435,EFE184_ENDOMETRIUM,NA,Female,69,uterus,Y-,X,Female_X0,0.015012405,0.70675139,4.284100879,0,NA
ACH-000444,LU99_LUNG,NA,Male,63,lung,Y-,X,Male_X0,0.015368113,0.535431385,4.319105124,NA,NA
ACH-000445,KNS60_CENTRAL_NERVOUS_SYSTEM,NA,Male,55,central_nervous_system,Y-,X,Male_X0,0.008694608,0.591616363,4.167317317,NA,NA
ACH-000448,NCIH1666_LUNG,908473,Female,50,lung,Y-,XX,Female_XXhet,0.019985285,0.90139904,4.248658493,0.411670389,NA
ACH-000441,SH4_SKIN,909713,Female,60,skin,Y-,X,Female_X0,1.75E-05,0.675916748,3.98521484,0,NA
ACH-000452,TE8_OESOPHAGUS,753623,Male,NA,esophagus,Y-,X,Male_X0,2.53E-07,0.669329832,2.642033435,NA,NA
ACH-000454,HCC95_LUNG,NA,Male,65,lung,Y-,X,Male_X0,0.00759303,0.578994067,4.177484972,NA,NA
ACH-000455,LN428_CENTRAL_NERVOUS_SYSTEM,NA,Male,NA,central_nervous_system,Y+,XX,Male_XXY,0.69522675,0.826979275,-8.933566949,NA,NA
ACH-000450,MELHO_SKIN,908124,Female,NA,skin,Y-,X,Female_X0,1.90E-09,0.612331519,4.175763278,0,NA
ACH-000459,TUHR10TKB_KIDNEY,NA,Male,69,kidney,Y+,X,Male_XY,0.626301639,0.645587974,-9.388085331,NA,NA
ACH-000460,SNU8_OVARY,NA,Female,55,ovary,Y-,X,Female_X0,6.06E-06,0.684207383,4.117762354,NA,NA
ACH-000463,NCIH460_LUNG,905943,Male,NA,lung,Y+,XX,Male_XXY,0.768749213,0.842946535,-9.636939896,NA,NA
ACH-000464,CAS1_CENTRAL_NERVOUS_SYSTEM,910943,Male,63,central_nervous_system,Y+,X,Male_XY,0.569858444,0.636969889,-7.984427666,NA,NA
ACH-000456,BCPAP_THYROID,924104,Female,76,thyroid,Y-,X,Female_X0,2.64E-06,0.682434289,3.914325602,0,NA
ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,909905,Male,40,central_nervous_system,Y-,X,Male_X0,2.93E-09,0.536464085,2.161423961,NA,NA
ACH-000470,SW1463_LARGE_INTESTINE,909748,Female,66,colorectal,Y-,XX,Female_XXhet,2.20E-09,0.865857266,1.983858322,0.376395808,NA
ACH-000471,LI7_LIVER,NA,Male,45,liver,Y-,X,Male_X0,0.005866797,0.763782096,4.006734116,NA,NA
ACH-000472,HSC2_UPPER_AERODIGESTIVE_TRACT,753562,Male,69,upper_aerodigestive,NA,X,NA,0.228181713,0.664676222,-3.077505696,NA,NA
ACH-000473,RT112_URINARY_TRACT,909704,Female,NA,urinary_tract,Y-,XX,Female_XXhet,0.013692862,1.055376526,4.216283132,0.432170876,NA
ACH-000475,HUH1_LIVER,1298146,Male,53,liver,Y+,X,Male_XY,0.420513782,0.705055043,-7.305339927,NA,NA
ACH-000476,JHH4_LIVER,1240158,Male,51,liver,Y-,X,Male_X0,0.00011516,0.578474576,4.246204506,NA,NA
ACH-000477,MALME3M_SKIN,NA,Male,43,skin,Y+,X,Male_XY,0.574791066,0.633997942,-8.155809559,NA,NA
ACH-000478,SNU387_LIVER,909736,Female,41,liver,Y-,XX,Female_XXhet,0.011859596,1.117234713,3.936445288,0.207982592,NA
ACH-000480,HUH7_LIVER,907071,Male,57,liver,Y-,X,Male_X0,1.67E-09,0.675653974,3.993456538,NA,NA
ACH-000481,NCIH2170_LUNG,687815,Male,NA,lung,Y-,X,Male_X0,0.016385132,0.806201104,4.240647182,NA,NA
ACH-000483,SNU182_LIVER,1240216,Male,24,liver,Y+,XX,Male_XXY,0.655471883,0.85388085,-9.716589247,NA,NA
ACH-000484,VMRCRCW_KIDNEY,1240224,Male,NA,kidney,Y+,X,Male_XY,0.571108703,0.569524202,-10.10908185,NA,NA
ACH-000485,GSU_STOMACH,NA,Male,37,gastric,Y-,X,Male_X0,0.00461725,0.740799684,4.223216666,NA,NA
ACH-000486,KU1919_URINARY_TRACT,907312,Male,76,urinary_tract,Y-,X,Male_X0,0.005179924,0.643724609,2.822128771,NA,NA
ACH-000487,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,68,blood,Y+,X,Male_XY,0.553392745,0.608829227,-9.121518555,NA,NA
ACH-000488,TE11_OESOPHAGUS,946354,Male,58,esophagus,Y-,X,Male_X0,0.010722403,0.731791995,4.417671924,NA,NA
ACH-000489,SW1116_LARGE_INTESTINE,909746,Male,73,colorectal,NA,X,NA,0.538580939,0.723490763,-2.0766241,NA,NA
ACH-000490,SF767_CENTRAL_NERVOUS_SYSTEM,NA,Female,NA,central_nervous_system,Y-,XX,Female_XXhet,0.000141849,0.970770986,4.137936505,NA,NA
ACH-000491,NCIH716_LARGE_INTESTINE,908458,Male,33,colorectal,Y-,X,Male_X0,4.28E-09,0.654808721,4.076441571,NA,NA
ACH-000493,SNU423_LIVER,909737,Male,40,liver,Y+,XX,Male_XXY,0.461489084,1.026022128,-6.189866532,NA,NA
ACH-000495,TUHR4TKB_KIDNEY,NA,Male,60,kidney,Y-,X,Male_X0,0.000201825,0.699838656,2.798705156,NA,NA
ACH-000496,NCIH1792_LUNG,724868,Male,50,lung,Y-,X,Male_X0,0.004392816,0.699604744,4.134888256,NA,NA
ACH-000498,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330932,Male,46,blood,Y+,X,Male_XY,0.613527751,0.573388265,-9.979842275,NA,NA
ACH-000499,EW8_BONE,NA,Male,NA,bone,Y+,X,Male_XY,1.179663312,0.70820742,-12.19524913,NA,NA
ACH-000500,SNU46_UPPER_AERODIGESTIVE_TRACT,NA,Male,66,upper_aerodigestive,NA,X,NA,0.071197578,0.616415649,-2.509702353,NA,NA
ACH-000466,SNU216_STOMACH,NA,Female,46,gastric,Y-,X,Female_X0,0.000167937,0.618145696,2.39210366,0,NA
ACH-000503,BICR16_UPPER_AERODIGESTIVE_TRACT,NA,Male,NA,upper_aerodigestive,Y-,X,Male_X0,4.25E-05,0.693078519,4.079776322,NA,NA
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,905982,Female,NA,central_nervous_system,Y-,X,Female_X0,0.000479786,0.734975373,3.917513193,NA,NA
ACH-000502,TCCPAN2_PANCREAS,NA,Female,68,pancreas,Y-,X,Female_X0,0.006787935,0.392622166,3.383423144,0,NA
ACH-000507,KE39_STOMACH,NA,Male,77,gastric,Y-,X,Male_X0,0.00619077,0.770513584,4.312162222,NA,NA
ACH-000510,NCIH1299_LUNG,724831,Male,43,lung,Y-,X,Male_X0,0.056604608,0.709821748,4.322000141,NA,NA
ACH-000511,CALU1_LUNG,NA,Male,47,lung,Y-,XX,Male_XX,0.016137034,0.848515545,4.00172404,NA,NA
ACH-000512,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,NA,plasma_cell,Y+,X,Male_XY,0.507404155,0.655105636,-8.520609485,NA,NA
ACH-000514,NCIH1092_LUNG,687997,Male,67,lung,Y+,XX,Male_XXY,0.407167743,0.825374983,-8.59589968,NA,NA
ACH-000516,CAL78_BONE,1290765,Male,76,bone,Y+,X,Male_XY,0.505277826,0.745398228,-8.300901797,NA,NA
ACH-000517,SNU410_PANCREAS,NA,Male,53,pancreas,Y-,X,Male_X0,0.017494609,0.752050657,4.501253527,NA,NA
ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,753541,Male,69,upper_aerodigestive,Y+,X,Male_XY,0.897916086,0.580175834,-10.79314803,NA,NA
ACH-000505,RKN_SOFT_TISSUE,1298539,Female,45,soft_tissue,Y-,X,Female_X0,0.005309152,0.616752499,4.073038392,0,NA
ACH-000521,NCIH2030_LUNG,722045,Male,NA,lung,NA,X,NA,0.253476508,0.654096466,-3.048793712,NA,NA
ACH-000522,UMUC3_URINARY_TRACT,724838,Male,NA,urinary_tract,Y-,X,Male_X0,6.11E-05,0.61066594,3.716482238,NA,NA
ACH-000520,59M_OVARY,NA,Female,NA,ovary,Y-,X,Female_X0,0.021461452,0.749641602,4.180326643,0,NA
ACH-000525,NCIH2171_LUNG,688015,Male,50,lung,Y+,X,Male_XY,0.651124855,0.631990333,-10.48611067,NA,NA
ACH-000524,KURAMOCHI_OVARY,909975,Female,NA,ovary,Y-,X,Female_X0,6.08E-06,0.460549923,4.095016488,0,NA
ACH-000528,ABC1_LUNG,906791,Male,47,lung,Y-,X,Male_X0,0.032497207,0.702693168,4.201290313,NA,NA
ACH-000527,OVISE_OVARY,1240198,Female,40,ovary,Y-,X,Female_X0,1.59E-05,0.731971426,4.067110756,0,NA
ACH-000537,SNU761_LIVER,NA,Male,49,liver,Y-,XX,Male_XX,0.000350009,0.917178826,3.71978398,NA,NA
ACH-000535,BXPC3_PANCREAS,906693,Female,61,pancreas,Y-,X,Female_X0,3.36E-05,0.635293364,4.179071848,0,NA
ACH-000541,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,60,plasma_cell,Y-,X,Female_X0,0.003204165,0.637760486,4.270975429,0,NA
ACH-000544,OE21_OESOPHAGUS,1298359,Male,74,esophagus,NA,X,NA,0.284829113,0.522674434,-2.43997374,NA,NA
ACH-000545,VMCUB1_URINARY_TRACT,909780,Male,NA,urinary_tract,Y-,X,Male_X0,0.015984395,0.704171194,2.613088286,NA,NA
ACH-000547,HT1197_URINARY_TRACT,907065,Male,44,urinary_tract,Y+,X,Male_XY,0.864732668,0.690038195,-9.651917173,NA,NA
ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,753535,Male,52,upper_aerodigestive,Y+,X,Male_XY,0.572418181,0.624672286,-7.418134123,NA,NA
ACH-000549,SNU1076_UPPER_AERODIGESTIVE_TRACT,NA,Male,60,upper_aerodigestive,Y+,X,Male_XY,0.876419518,0.661826407,-9.932244237,NA,NA
ACH-000550,IGR39_SKIN,NA,Male,26,skin,Y+,X,Male_XY,0.635216166,0.689096878,-9.585486152,NA,NA
ACH-000542,HEYA8_OVARY,NA,Female,NA,ovary,Y-,X,Female_X0,0.00132977,0.616953092,4.273525863,0,NA
ACH-000552,HT29_LARGE_INTESTINE,905939,Female,44,colorectal,Y-,XX,Female_XXhet,0.01190796,1.012503746,4.104828057,0.371070263,NA
ACH-000556,SIHA_CERVIX,930297,Female,NA,cervix,Y-,XX,Female_XXhet,5.70E-07,1.112080076,4.553227283,NA,NA
ACH-000551,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,905940,Female,53,blood,Y-,X,Female_X0,0.000281602,0.730457234,4.150134548,0,NA
ACH-000559,NCIH1836_LUNG,1240182,Male,52,lung,NA,X,NA,0.091442695,0.793551776,-0.923555392,NA,NA
ACH-000563,EBC1_LUNG,753554,Male,69,lung,Y-,X,Male_X0,0.017962921,0.773053906,3.989111028,NA,NA
ACH-000567,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910906,Female,NA,lymphocyte,Y-,XX,Female_XXhet,0.008175738,0.847366652,2.836458825,0.424325717,NA
ACH-000570,YKG1_CENTRAL_NERVOUS_SYSTEM,687592,Female,NA,central_nervous_system,Y-,XX,Female_XXhet,0.002921708,0.963123673,3.467171689,0.346389509,NA
ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,687586,Male,61,central_nervous_system,Y+,X,Male_XY,0.657282837,0.627348652,-8.329817846,NA,NA
ACH-000573,MDAMB436_BREAST,1240172,Female,43,breast,Y-,XX,Female_XXhet,4.49E-06,1.09344288,4.261943904,0.250014316,NA
ACH-000576,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,52,plasma_cell,NA,X,NA,0.345941695,0.584800114,-0.321465769,NA,NA
ACH-000577,JHH2_LIVER,1240157,Male,57,liver,Y+,XX,Male_XXY,1.041699241,0.834195465,-11.2190854,NA,NA
ACH-000580,C32_SKIN,906830,Male,53,skin,Y+,X,Male_XY,NA,0.593008413,-9.161571929,NA,NA
ACH-000581,SNU16_STOMACH,908446,Female,33,gastric,Y-,XX,Female_XXhet,0.035954212,1.101790119,4.374595705,0.289011052,NA
ACH-000583,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907799,Male,NA,lymphocyte,Y+,X,Male_XY,0.52458999,0.55045125,-6.830534255,NA,NA
ACH-000557,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,13,blood,Y-,X,Female_X0,0.008838622,0.630989267,3.495404949,0,NA
ACH-000585,EPLC272H_LUNG,753556,Male,57,lung,Y-,X,Male_X0,9.10E-05,0.657410526,3.990817624,NA,NA
ACH-000587,NCIH1975_LUNG,924244,Female,NA,lung,Y-,XXhom,Female_XXhom,0.017220283,0.867973967,4.31762812,0,NA
ACH-000588,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,50,plasma_cell,NA,X,NA,0.354615082,0.649876939,-2.521114295,NA,NA
ACH-000589,NCIH1437_LUNG,687794,Male,60,lung,Y-,XX,Male_XX,0.00515307,0.851629981,4.157440566,NA,NA
ACH-000591,LN235_CENTRAL_NERVOUS_SYSTEM,NA,Male,38,central_nervous_system,Y+,X,Male_XY,0.760264458,0.745271425,-10.3107326,NA,NA
ACH-000584,JHOS4_OVARY,1480359,Female,44,ovary,Y-,X,Female_X0,0.01796779,0.720076902,3.842327891,0,NA
ACH-000593,BC3C_URINARY_TRACT,NA,Female,82,urinary_tract,Y-,X,Female_X0,0.000228704,0.651755562,4.013399057,0,NA
ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,1240169,Female,60,central_nervous_system,Y-,XX,Female_XXhet,0.013800027,0.957323878,4.135800354,0.369581401,NA
ACH-000596,LCLC97TM1_LUNG,946361,Male,44,lung,NA,X,NA,0.06452234,0.443711805,-2.847768905,NA,NA
ACH-000599,PATU8902_PANCREAS,1298526,Female,44,pancreas,Y-,X,Female_X0,0.000288574,0.638403358,4.24214165,0,NA
