DepMap_ID,cell_line,COSMIC_ID,Biological_sex,Age,Lineage,Y_ploidy,X_ploidy,Genotype,Y-linked_genes,X-linked_genes,Chr_Y_gene_expression_PC1,Chr_X,Chr_1
ACH-000601,MIAPACA2_PANCREAS,724870,Male,65,pancreas,Y-,XX,Male_XX,0.002896222,0.892989722,4.226950775,NA,NA
ACH-000602,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,0.5,blood,Y-,XX,Female_XXhet,0.013657537,0.94864948,4.021498717,0.452385043,NA
ACH-000604,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,22,blood,Y-,X,Male_X0,0.000184114,0.635616065,3.207679204,NA,NA
ACH-000605,TE6_OESOPHAGUS,946355,Male,NA,esophagus,Y-,X,Male_X0,3.39E-05,0.470567717,3.483483004,NA,NA
ACH-000606,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,NA,Male,60,upper_aerodigestive,Y-,X,Male_X0,1.53E-05,0.546827942,3.750072388,NA,NA
ACH-000607,KYM1_SOFT_TISSUE,1240166,Male,1,soft_tissue,Y-,X,Male_X0,0.015305546,0.635993835,4.137562678,NA,NA
ACH-000608,COV644_OVARY,NA,Female,NA,ovary,Y-,XX,Female_XXhet,0.014655024,0.898045475,2.870799694,0.160109947,NA
ACH-000614,RVH421_SKIN,909706,Male,28,skin,Y+,X,Male_XY,0.437368609,0.677827575,-7.955523173,NA,NA
ACH-000616,HS746T_STOMACH,1240151,Male,74,gastric,Y+,X,Male_XY,0.332487351,0.695086526,-5.755093858,NA,NA
ACH-000618,SNU1041_UPPER_AERODIGESTIVE_TRACT,NA,Male,NA,upper_aerodigestive,Y-,X,Male_X0,0.000101925,0.609471255,4.070856156,NA,NA
ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,1240207,Male,45,upper_aerodigestive,Y+,X,Male_XY,0.583378244,0.603574204,-6.44048305,NA,NA
ACH-000620,JHH1_LIVER,1298151,Male,50,liver,Y-,X,Male_X0,0.007284249,0.651282885,4.269002041,NA,NA
ACH-000621,MDAMB157_BREAST,925338,Female,44,breast,Y-,XX,Female_XXhet,0.016258135,1.321913454,4.122511372,0.312661055,NA
ACH-000622,KNS42_CENTRAL_NERVOUS_SYSTEM,907282,Male,16,central_nervous_system,Y-,X,Male_X0,0.007559898,0.638190503,3.319531423,NA,NA
ACH-000623,SNU201_CENTRAL_NERVOUS_SYSTEM,NA,Male,58,central_nervous_system,Y+,X,Male_XY,0.620506477,0.692213928,-9.53260677,NA,NA
ACH-000624,HCC1806_BREAST,907047,Female,60,breast,Y-,X,Female_X0,2.52E-06,0.510731217,3.998599578,0,NA
ACH-000627,LCLC103H_LUNG,753586,Male,61,lung,Y+,X,Male_XY,0.396634345,0.780360306,-7.327117341,NA,NA
ACH-000630,YD8_UPPER_AERODIGESTIVE_TRACT,NA,Female,46,upper_aerodigestive,Y-,XX,Female_XXhet,0.031182077,1.401186319,3.544065696,0.191719636,NA
ACH-000632,HS944T_SKIN,NA,Male,51,skin,Y+,X,Male_XY,0.495059912,0.78025751,-8.014443338,NA,NA
ACH-000633,FU97_STOMACH,1290806,Female,66,gastric,Y-,XX,Female_XXhet,0.01621585,0.961600131,4.169514053,0.150947718,NA
ACH-000634,LN340_CENTRAL_NERVOUS_SYSTEM,NA,Male,NA,central_nervous_system,Y+,X,Male_XY,0.632405719,0.702190851,-9.679142889,NA,NA
ACH-000637,KYSE520_OESOPHAGUS,753575,Female,58,esophagus,Y-,X,Female_X0,0.015746008,0.642111858,4.177184076,0,NA
ACH-000638,NCIH441_LUNG,908460,Male,NA,lung,NA,X,NA,0.267574399,0.621244745,0.105369969,NA,NA
ACH-000639,NCIH211_LUNG,1240189,Female,50,lung,Y-,XXhom,Female_XXhom,0.016123743,0.887354558,4.171340871,0,NA
ACH-000645,JL1_PLEURA,NA,Male,54,lung,Y+,X,Male_XY,0.599607359,0.604792869,-8.465692187,NA,NA
ACH-000646,OVMANA_OVARY,NA,Female,51,ovary,Y-,X,Female_X0,0.004236006,0.61947022,4.191319919,0,NA
ACH-000647,TE1_OESOPHAGUS,753621,Male,NA,esophagus,Y-,X,Male_X0,0.007605253,0.7698671,4.082609065,NA,NA
ACH-000648,NCIH28_PLEURA,908470,Male,48,lung,Y+,X,Male_XY,0.579818286,0.665210039,-9.272673479,NA,NA
ACH-000649,786O_KIDNEY,905947,Male,58,kidney,Y+,X,Male_XY,0.74362672,0.667029482,-10.49750706,NA,NA
ACH-000651,SW620_LARGE_INTESTINE,905962,Male,51,colorectal,Y-,X,Male_X0,2.65E-09,0.78769158,4.235142532,NA,NA
ACH-000652,SUIT2_PANCREAS,1240219,Male,73,pancreas,Y-,X,Male_X0,0.006148834,0.743341585,2.710857174,NA,NA
ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1327766,Female,57,plasma_cell,Y-,X,Female_X0,0.00039846,0.528416348,4.117100347,NA,NA
ACH-000654,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909262,Male,12,lymphocyte,Y+,X,Male_XY,0.565492002,0.5762971,-10.14578387,NA,NA
ACH-000655,SF268_CENTRAL_NERVOUS_SYSTEM,905986,Miss_classification,NA,central_nervous_system,Y+,X,NA,0.455315171,0.754399737,-6.69210419,NA,NA
ACH-000657,A2780_OVARY,906804,Female,NA,ovary,Y-,XX,Female_XXhet,0.014939197,1.063493065,4.336430084,0.33298975,NA
ACH-000658,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,58,plasma_cell,Y-,XX,Male_XX,0.118963025,1.018900787,NA,NA,NA
ACH-000661,WM1799_SKIN,NA,Male,NA,skin,Y+,X,Male_XY,0.845134728,0.521994167,-11.46347989,NA,NA
ACH-000662,CORL23_LUNG,687780,Male,62,lung,Y-,XX,Male_XX,0.007383676,0.909488001,3.506912206,NA,NA
ACH-000663,OVTOKO_OVARY,1298365,Female,78,ovary,Y-,X,Female_X0,0.005583275,0.662451663,4.286523209,0,NA
ACH-000664,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909742,Male,10,lymphocyte,Y+,X,Male_XY,0.38921001,0.719016125,-7.594922769,NA,NA
ACH-000665,SKMES1_LUNG,909728,Male,65,lung,NA,XX,NA,0.761791418,0.831926695,-2.833371459,NA,NA
ACH-000667,HCC44_LUNG,1240145,Female,54,lung,Y-,X,Female_X0,0.013925608,0.698259399,4.344287331,0,NA
ACH-000671,HUH6_LIVER,NA,Male,NA,liver,Y+,X,Male_XY,0.744449511,0.592472302,-8.701533731,NA,NA
ACH-000676,LN464_CENTRAL_NERVOUS_SYSTEM,NA,Male,NA,central_nervous_system,Y-,X,Male_X0,1.95E-07,0.62762109,4.362016028,NA,NA
ACH-000677,SW1573_LUNG,724878,Female,44,lung,Y-,X,Female_X0,0.003187342,0.608720279,2.757118065,0,NA
ACH-000680,SW948_LARGE_INTESTINE,909757,Female,81,colorectal,Y-,XX,Female_XXhet,0.006356248,1.11135133,4.168767236,0.292103304,NA
ACH-000681,A549_LUNG,905949,Male,52,lung,NA,XX,NA,0.003824594,0.838714158,-8.317497614,NA,NA
ACH-000682,SNU1066_UPPER_AERODIGESTIVE_TRACT,NA,Male,62,upper_aerodigestive,Y+,X,Male_XY,0.485184048,0.690810838,-7.602734713,NA,NA
ACH-000683,SNU503_LARGE_INTESTINE,NA,Male,52,colorectal,Y-,X,Male_X0,0.000205982,0.515342959,3.891274161,NA,NA
ACH-000684,KMRC1_KIDNEY,1298168,Male,NA,kidney,Y-,X,Male_X0,7.00E-07,0.599334745,4.044582429,NA,NA
ACH-000685,L33_PANCREAS,NA,Female,NA,pancreas,Y-,X,Female_X0,0.021810452,0.575346634,4.357278122,0,NA
ACH-000688,OV7_OVARY,1480360,Female,78,ovary,Y-,XX,Female_XXhet,0.012409035,1.078653379,4.044315552,0.388822081,NA
ACH-000693,KYSE180_OESOPHAGUS,907318,Male,53,esophagus,Y-,X,Male_X0,0.014969059,0.654850112,4.339266975,NA,NA
ACH-000694,TE9_OESOPHAGUS,946353,Male,NA,esophagus,Y-,X,Male_X0,0.000120143,0.632299059,3.969971461,NA,NA
ACH-000695,CORL47_LUNG,NA,Male,67,lung,Y+,X,Male_XY,0.607168152,0.546056268,-9.915292321,NA,NA
ACH-000696,OVCAR8_OVARY,905991,Female,64,ovary,Y-,X,Female_X0,0.002669359,0.579980787,4.177261531,0,NA
ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910935,Female,NA,lymphocyte,Y-,XXhom,Female_XXhom,0.017839663,0.831338143,4.136689219,0,NA
ACH-000698,DMS53_LUNG,907295,Male,54,lung,Y-,XX,Male_XX,0.04738258,0.850057118,4.148590739,NA,NA
ACH-000699,HCC1395_BREAST,749712,Female,43,breast,Y-,X,Female_X0,0.019267538,0.640979982,3.999971148,0,NA
ACH-000700,NCIH2882_LUNG,NA,Female,NA,lung,Y-,XX,Female_XXhet,0.000916203,1.10641828,4.456183545,NA,NA
ACH-000701,RMUGS_OVARY,NA,Female,62,ovary,Y-,XX,Female_XXhet,0.012138425,1.008496077,4.206461557,0.341636603,NA
ACH-000702,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330935,Male,34,lymphocyte,NA,X,NA,0.163180393,0.775516951,-1.006398473,NA,NA
ACH-000706,EKVX_LUNG,905970,Male,NA,lung,NA,X,NA,0.448005026,0.663367323,-3.366923528,NA,NA
ACH-000709,KMRC2_KIDNEY,NA,Male,NA,kidney,Y-,X,Male_X0,0.013543057,0.646368039,4.107754714,NA,NA
ACH-000711,JIMT1_BREAST,1298157,Female,62,breast,Y-,NA,NA,0.013964559,0.80822149,4.232338766,0.046727366,NA
ACH-000713,CAOV3_OVARY,906825,Female,54,ovary,Y-,X,Female_X0,0.010144084,0.7625639,4.177139962,0,NA
ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1659817,Female,67,plasma_cell,Y-,X,Female_X0,0.014823513,0.779153227,4.151569943,0,NA
ACH-000716,TT2609C02_THYROID,1240223,Male,57,thyroid,Y+,X,Male_XY,0.64733763,0.664826434,-9.517523893,NA,NA
ACH-000718,NCIH2291_LUNG,724874,Male,NA,lung,Y+,X,Male_XY,0.299749626,0.652030038,-5.559160697,NA,NA
ACH-000719,RMGI_OVARY,909699,Female,34,ovary,Y-,X,Female_X0,0.001072537,0.628376125,4.275905635,0,NA
ACH-000720,TCCSUP_URINARY_TRACT,687459,Female,67,urinary_tract,Y-,X,Female_X0,0.000265211,0.65991124,4.095620338,0,NA
ACH-000721,HMC18_BREAST,NA,Female,35,breast,Y-,X,Female_X0,0.002655062,0.658177885,4.162792475,NA,NA
ACH-000724,HT1376_URINARY_TRACT,907066,Female,58,urinary_tract,Y-,X,Female_X0,0.009086876,0.775940464,4.28313796,0,NA
ACH-000725,HCC202_BREAST,1290906,Female,82,breast,Y-,XX,Female_XXhet,0.013682664,1.107594315,4.075139627,0.25969192,NA
ACH-000732,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,NA,Female,67,upper_aerodigestive,Y-,XX,Female_XXhet,0.000273174,0.941461972,4.097213309,0.403596175,NA
ACH-000734,JHH5_LIVER,NA,Male,50,liver,Y+,X,Male_XY,0.512773524,0.540221095,-9.069106217,NA,NA
ACH-000735,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,NA,Male,57,upper_aerodigestive,Y-,X,Male_X0,0.000257501,0.59834905,4.058784137,NA,NA
ACH-000736,SNU601_STOMACH,NA,Male,34,gastric,Y+,X,Male_XY,0.638764211,0.688810542,-7.398497043,NA,NA
ACH-000738,GB1_CENTRAL_NERVOUS_SYSTEM,687568,Male,35,central_nervous_system,Y-,XX,Male_XX,0.011283952,0.842619782,1.93093477,NA,NA
ACH-000739,HEPG2_LIVER,NA,Male,15,liver,Y+,X,Male_XY,0.508220112,0.55732518,-8.087644945,NA,NA
ACH-000740,A253_SALIVARY_GLAND,906794,Male,54,upper_aerodigestive,Y-,X,Male_X0,0.000131983,0.670520966,4.180863969,NA,NA
ACH-000741,UBLC1_URINARY_TRACT,NA,Female,NA,urinary_tract,Y-,XX,Female_XXhet,0.000539472,0.976751575,3.127901361,NA,NA
ACH-000746,GSS_STOMACH,NA,Male,75,gastric,Y-,XX,Male_XX,0.011410743,0.834132469,3.978289673,NA,NA
ACH-000747,NCIH1703_LUNG,908474,Male,54,lung,Y+,X,Male_XY,0.487268643,0.804080998,-8.850563279,NA,NA
ACH-000748,SJSA1_BONE,909717,Male,19,bone,Y+,X,Male_XY,0.58842848,0.585151575,-10.26621598,NA,NA
ACH-000753,JMSU1_URINARY_TRACT,NA,Male,75,urinary_tract,Y-,X,Male_X0,0.000946871,0.514627042,4.060483218,NA,NA
ACH-000754,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907322,Female,37,lymphocyte,Y-,XX,Female_XXhet,0.000223836,0.97051419,4.019673695,0.418198477,NA
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM,906871,Male,61,central_nervous_system,Y+,X,Male_XY,0.66066076,0.567611357,-9.942164502,NA,NA
ACH-000757,A427_LUNG,910851,Male,NA,lung,NA,X,NA,0.105432185,0.721027911,-2.157227394,NA,NA
ACH-000758,MKN74_STOMACH,NA,Male,37,gastric,Y-,X,Male_X0,0.018155888,0.789914328,4.154424778,NA,NA
ACH-000762,YD38_UPPER_AERODIGESTIVE_TRACT,NA,Male,67,upper_aerodigestive,Y-,X,Male_X0,0.00831477,0.651922502,2.7487982,NA,NA
ACH-000763,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1659818,Female,NA,plasma_cell,Y-,XX,Female_XXhet,0.005126392,0.958131058,4.478640969,0.336883697,NA
ACH-000765,WM983B_SKIN,NA,Male,NA,skin,Y+,X,Male_XY,0.481699525,0.507178858,-8.059459449,NA,NA
ACH-000766,NCIH1648_LUNG,687799,Male,39,lung,Y+,X,Male_XY,0.540213329,0.609953894,-8.942877758,NA,NA
ACH-000767,NCIH526_LUNG,688025,Male,55,lung,Y+,X,Male_XY,0.410295683,0.787844655,-7.64386116,NA,NA
ACH-000768,MDAMB231_BREAST,905960,Female,51,breast,Y-,XX,Female_XXhet,0.008518186,0.863177434,4.237654743,0.117620111,NA
ACH-000769,LK2_LUNG,687787,Male,NA,lung,Y-,X,Male_X0,0.02111777,0.546862331,4.159001979,NA,NA
ACH-000770,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909253,Male,NA,blood,Y+,X,Male_XY,0.551659497,0.561889088,-9.278742966,NA,NA
ACH-000771,BICR56_UPPER_AERODIGESTIVE_TRACT,NA,Female,NA,upper_aerodigestive,Y-,XX,Female_XXhet,0.002919117,0.966636671,4.076633119,0.419286491,NA
ACH-000773,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,15,lymphocyte,Y+,X,Male_XY,0.364246732,0.611009102,-7.417899848,NA,NA
ACH-000774,RERFLCAD2_LUNG,NA,Male,NA,lung,Y+,X,Male_XY,0.624048075,0.650995886,-8.128429384,NA,NA
ACH-000775,NCIH727_LUNG,724855,Female,65,lung,Y-,NA,NA,1.95E-09,0.739979463,4.009135035,0.183530894,NA
ACH-000776,ONS76_CENTRAL_NERVOUS_SYSTEM,909248,Female,2,central_nervous_system,Y-,X,Female_X0,0.010398558,0.775330501,4.273737832,0,NA
ACH-000777,KYSE30_OESOPHAGUS,NA,Male,64,esophagus,Y-,X,Male_X0,0.008893314,0.6705529,3.412369128,NA,NA
ACH-000778,HSC3_UPPER_AERODIGESTIVE_TRACT,907061,Male,64,upper_aerodigestive,Y+,X,Male_XY,0.48344145,0.675179635,-7.946101786,NA,NA
ACH-000781,NCIH2023_LUNG,1240187,Male,26,lung,Y-,X,Male_X0,1.07E-06,0.483714557,3.838989431,NA,NA
ACH-000782,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,5,blood,Y-,XX,Female_XXhet,0.002467149,0.910638391,4.266924867,0.393288667,NA
ACH-000783,CAMA1_BREAST,946382,Female,51,breast,Y-,X,Female_X0,0.006549954,0.688674974,4.100535967,0,NA
ACH-000784,KYSE70_OESOPHAGUS,753576,Male,77,esophagus,Y-,XX,Male_XX,0.001911598,0.885330298,4.14815878,NA,NA
ACH-000785,NCIH2126_LUNG,NA,Male,65,lung,NA,X,NA,0.380669451,0.715043609,1.409154568,NA,NA
ACH-000787,LXF289_LUNG,753592,Male,63,lung,NA,X,NA,0.419307451,0.619403642,-3.374101128,NA,NA
ACH-000788,A2058_SKIN,906792,Male,43,skin,Y+,X,Male_XY,0.536071775,0.555520238,-8.981351054,NA,NA
ACH-000790,SHP77_LUNG,724872,Male,54,lung,Y-,X,Male_X0,0.019224184,0.680721093,4.132650527,NA,NA
ACH-000791,RERFLCAD1_LUNG,NA,Male,70,lung,Y-,X,Male_X0,0.000491722,0.521471813,3.983247012,NA,NA
ACH-000792,BFTC909_KIDNEY,910698,Male,64,kidney,Y-,X,Male_X0,0.009517407,0.696550684,4.108889976,NA,NA
ACH-000793,KATOIII_STOMACH,907276,Male,55,gastric,Y-,XX,Male_XX,0.003349071,0.933528964,4.167109456,NA,NA
ACH-000794,BICR22_UPPER_AERODIGESTIVE_TRACT,1240121,Male,NA,upper_aerodigestive,Y-,X,Male_X0,3.14E-08,0.533859215,4.134541723,NA,NA
ACH-000796,MCAS_OVARY,NA,Female,NA,ovary,Y-,X,Female_X0,0.000185829,0.653218331,4.129635695,0,NA
ACH-000799,HS695T_SKIN,NA,Male,26,skin,Y+,X,Male_XY,0.485977402,0.662827822,-9.084203043,NA,NA
ACH-000800,NCIH446_LUNG,688023,Male,61,lung,Y+,X,Male_XY,0.305130263,0.702973695,-7.27819303,NA,NA
ACH-000801,HS936T_SKIN,NA,Male,NA,skin,Y+,X,Male_XY,0.725699671,0.713552413,-10.31066221,NA,NA
ACH-000802,BFTC905_URINARY_TRACT,910926,Female,51,urinary_tract,Y-,X,Female_X0,1.09E-07,0.589046664,4.179559446,0,NA
ACH-000804,NB1_AUTONOMIC_GANGLIA,949179,Male,2,peripheral_nervous_system,Y-,X,Male_X0,1.97E-05,0.751525724,4.118205138,NA,NA
ACH-000805,COLO679_SKIN,906818,Female,47,skin,Y-,XX,Female_XXhet,1.26E-09,0.915413835,3.898005873,0.390024623,NA
ACH-000807,SNU738_CENTRAL_NERVOUS_SYSTEM,NA,Male,40,central_nervous_system,Y-,X,Male_X0,0.004463118,0.754400224,3.986670257,NA,NA
ACH-000809,KYSE410_OESOPHAGUS,753574,Male,51,esophagus,Y-,X,Male_X0,0.0038765,0.615859876,4.133675866,NA,NA
ACH-000810,SKMEL30_SKIN,909726,Male,67,skin,NA,X,NA,0.550561674,0.634558561,-3.428885763,NA,NA
ACH-000811,SKOV3_OVARY,905959,Female,64,ovary,Y-,XX,Female_XXhet,0.014688486,1.051028519,4.015521532,0.423867606,NA
ACH-000814,HS939T_SKIN,1298144,Female,24,skin,Y-,XX,Female_XXhet,0.000270174,0.953537416,4.056658888,0.383553799,NA
ACH-000817,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,905964,Male,61,plasma_cell,Y+,X,Male_XY,0.451825142,0.743717279,-7.462561253,NA,NA
ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,1240168,Male,65,central_nervous_system,Y+,X,Male_XY,0.544175609,0.705494576,-8.643556998,NA,NA
ACH-000820,SW403_LARGE_INTESTINE,NA,Female,51,colorectal,Y-,XX,Female_XXhet,4.99E-06,1.164798836,2.549442854,0.431827292,NA
ACH-000821,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1297447,Female,58,plasma_cell,Y-,X,Female_X0,0.000927765,0.638413306,4.249793919,0,NA
ACH-000822,SKMEL24_SKIN,909725,Male,67,skin,Y+,X,Male_XY,0.623409025,0.597588958,-8.988627446,NA,NA
ACH-000823,KYSE140_OESOPHAGUS,753573,Male,54,esophagus,Y-,X,Male_X0,0.000456236,0.557651452,4.048341627,NA,NA
ACH-000824,KYSE510_OESOPHAGUS,907321,Female,67,esophagus,Y-,X,Female_X0,0.000265798,0.586369185,4.20546462,0,NA
ACH-000826,CAL12T_LUNG,753540,Male,NA,lung,Y-,X,Male_X0,0.028869008,0.574395857,0.970853325,NA,NA
ACH-000827,WM793_SKIN,1299081,Male,NA,skin,Y+,X,Male_XY,0.359079603,0.555599002,-7.835772839,NA,NA
ACH-000829,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,NA,plasma_cell,Y+,X,Male_XY,0.647400179,0.565351642,-10.11905383,NA,NA
ACH-000831,HEC50B_ENDOMETRIUM,NA,Female,NA,uterus,Y-,X,Female_X0,0.010077734,0.7295548,4.079135492,0,NA
ACH-000832,CAL27_UPPER_AERODIGESTIVE_TRACT,910916,Male,56,upper_aerodigestive,Y-,X,Male_X0,0.042715074,0.654801501,3.607939633,NA,NA
ACH-000833,RH30_SOFT_TISSUE,NA,Male,17,soft_tissue,Y+,X,Male_XY,0.228432727,0.630909331,-6.020709749,NA,NA
ACH-000834,UMUC1_URINARY_TRACT,NA,Male,NA,urinary_tract,Y-,X,Male_X0,0.000171601,0.636070999,3.183961248,NA,NA
ACH-000835,GCT_SOFT_TISSUE,906999,Male,29,soft_tissue,Y-,X,Male_X0,0.000103373,0.482264305,3.907463905,NA,NA
ACH-000836,YD15_SALIVARY_GLAND,NA,Male,39,upper_aerodigestive,Y+,X,Male_XY,0.433745619,0.677348542,-7.058088862,NA,NA
ACH-000837,NCIH322_LUNG,NA,Male,52,lung,Y+,X,Male_XY,0.45676318,0.490597037,-7.778195125,NA,NA
ACH-000838,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1295741,Female,64,plasma_cell,Y-,X,Female_X0,0.003666688,0.622922148,4.311640187,0,NA
ACH-000839,SCABER_URINARY_TRACT,NA,Male,58,urinary_tract,Y+,X,Male_XY,0.380777403,0.614790835,-5.310620786,NA,NA
ACH-000840,HCC366_LUNG,1240144,Female,80,lung,Y-,XX,Female_XXhet,0.007755478,0.965526042,4.308251152,0.135257401,NA
ACH-000841,NCIH2087_LUNG,724834,Male,69,lung,Y-,X,Male_X0,1.21E-05,0.460405606,4.168612409,NA,NA
ACH-000843,HARA_LUNG,1240142,Male,57,lung,Y+,X,Male_XY,0.687373767,0.635975452,-5.823648187,NA,NA
ACH-000845,NCIH1373_LUNG,NA,Male,56,lung,Y-,X,Male_X0,0.017861904,0.694588546,3.49330001,NA,NA
ACH-000846,FADU_UPPER_AERODIGESTIVE_TRACT,906863,Male,56,upper_aerodigestive,Y-,X,Male_X0,0.036128295,0.663538219,3.807246494,NA,NA
ACH-000848,JHH7_LIVER,1240160,Male,53,liver,Y+,X,Male_XY,0.460770317,0.739060599,-7.782457527,NA,NA
ACH-000849,MDAMB468_BREAST,908123,Female,51,breast,Y-,XXhom,Female_XXhom,0.001079062,0.827898459,3.206855079,0,NA
ACH-000853,NCIH661_LUNG,687829,Male,43,lung,Y+,X,Male_XY,0.637717082,0.768110385,-10.32257529,NA,NA
ACH-000855,KYSE150_OESOPHAGUS,907317,Female,49,esophagus,Y-,X,Female_X0,5.64E-09,0.637004469,3.980047701,0,NA
ACH-000856,CAL51_BREAST,910927,Female,45,breast,Y-,XX,Female_XXhet,0.010694447,1.047798485,4.035570423,0.3995877,NA
ACH-000858,KNS62_LUNG,753569,Male,49,lung,Y-,X,Male_X0,0.007133683,0.584317962,3.753248704,NA,NA
ACH-000859,HCC1954_BREAST,749709,Female,61,breast,Y-,XX,Female_XXhet,0.002755033,0.983481513,3.356873558,0.127984882,NA
ACH-000860,NCIH358_LUNG,908465,Male,NA,lung,Y+,X,Male_XY,0.428801828,0.643844767,-7.93719863,NA,NA
ACH-000861,HOP62_LUNG,905972,Female,NA,lung,Y-,X,Female_X0,0.00712336,0.66907407,4.274350755,NA,NA
ACH-000865,KYSE450_OESOPHAGUS,907320,Male,59,esophagus,Y-,X,Male_X0,0.009568304,0.621596399,4.280103115,NA,NA
ACH-000866,NCIH1048_LUNG,687995,Female,NA,lung,Y-,XX,Female_XXhet,0.027169003,1.029619846,4.223233821,0.415220752,NA
ACH-000867,CHAGOK1_LUNG,687596,Male,45,lung,Y+,X,Male_XY,0.799108475,0.575478448,-9.50076784,NA,NA
ACH-000869,NCIH1568_LUNG,1298348,Female,48,lung,Y-,X,Female_X0,0.001367296,0.724494469,4.298975674,0,NA
ACH-000872,HCC515_LUNG,NA,Female,NA,lung,Y-,XX,Female_XXhet,0.003844374,0.885075467,4.2625087,NA,NA
ACH-000873,KYSE270_OESOPHAGUS,907319,Male,79,esophagus,Y+,X,Male_XY,0.513319073,0.715217567,-6.639847257,NA,NA
